CarlinhaCamargo,,,,6,5,,,20
yoshitomimaehara,,,,40,333,,Lima - Peru,54
vitormoia,,,,1,1,,Brasil,2
bryan-wolff,,,,7,7,,,9
smagoosi,,,,0,1,,,0
oldbizzi,,,,4,6,,,12
JAB-GitHub,,,,1,5,,Campinas - SP - Brazil,5
