posheidon,,,,5,13,True,,6
sinemozdemir,,,,5,16,,,1
atahanduman,,atahanduman.com,,6,5,True,"İstanbul, Turkey",2
muhammedgulucu,,,,1,3,,,3
tcusta,jtoncoin,https://jetoncoins.com,,1,1,,hatay,6
hakbal40,,https://www.linkedin.com/in/halis-akbal-076601181/,,171,2809,,ÇAYIROVA-KOCAELİ,3
giangio2908,,,,2,3,,,2
