megamegax,megamegax,,,7,12,,"Hungary, Budapest",30
you-leee,,,,4,3,,Seattle,19
RobertSzebenyi,,,,1,1,,,3
anna-jambor,,https://www.linkedin.com/in/aajambor/,,10,172,,Budapest,0
