davudows,,,,6,22,,,10
fpenbegul,,https://stackoverflow.com/users/5646313/f-penb,,136,673,True,Istanbul ,19
kisukeurahara,,,,4,14,,,1
muhammetkrn,,,,7,13,,Turkey,9
pervincaliskan,,https://www.linkedin.com/in/pervin-%C3%A7al%C4%B1%C5%9Fkan-465ba2181/,,4,25,,,4
YVZYLDZ11,,,,1,16,,İstanbul,8
ozzcankaya,,,,0,3,,New York,0
veysiygt,_veysiyigit,,,0,2,,,4
imXaka,Duckharp,,,0,11,,,7
